新聞,#genre#
大陸尋奇,https://www.youtube.com/watch?v=pLxy7SRblyw
愛爾達綜合台,https://www.youtube.com/watch?v=OGRcNVGu--A
愛爾達綜合台,https://www.youtube.com/watch?v=Ul9z5eUphFY
愛爾達綜合台,https://www.youtube.com/watch?v=I7yYOp7Tqdw
愛爾達綜合台,https://www.youtube.com/watch?v=yh3ZLBl7kt0
愛爾達綜合台,https://www.youtube.com/watch?v=iOxw4bgNxa4
愛爾達綜合台,https://www.youtube.com/watch?v=6st08Em5RbM
愛爾達影劇台,https://www.youtube.com/watch?v=0dchv4MPOWA
愛爾達影劇台,https://www.youtube.com/watch?v=8v-FAXUqHVw
GTV DRAMA 八大劇樂部,https://www.youtube.com/watch?v=_MOhQbKegXs
中視經典綜藝,https://www.youtube.com/watch?v=r_wsMgFLKys
東森綜合台,https://www.youtube.com/watch?v=cX59LXU3rUU
不良林,https://www.youtube.com/watch?v=RCp9hnp7r6Q
Roylab Stats,https://www.youtube.com/watch?v=O4b-cNfoYfA
CTIASIA 中天亞洲台,https://www.youtube.com/watch?v=oPx1u9WQrWg
Muse木棉花-TW,https://www.youtube.com/watch?v=K0Uro9ZKFhk
Muse木棉花-TW,https://www.youtube.com/watch?v=K0Uro9ZKFhk
Explore Bears & Bison,https://www.youtube.com/watch?v=3szkFHfr6sA
台灣地震監視,https://www.youtube.com/watch?v=Owke6Quk7T0
Muse木棉花-闔家歡,https://www.youtube.com/watch?v=2FJcu6qsM2k
愛爾達影劇台,https://www.youtube.com/watch?v=OGhK-uOmYPU
三立華劇 SET Drama,https://www.youtube.com/watch?v=Il3YPiaW24Q
Nat Geo WILD,https://www.youtube.com/watch?v=6zGV59Ldp3s
National Geographic,https://www.youtube.com/watch?v=9HhhFKxfqUk
三立華劇 SET Drama,https://www.youtube.com/watch?v=HRwAMooYM3w
飢餓遊戲Hunger Games,https://www.youtube.com/watch?v=3xe-R00ijC4
歡樂看電視,https://www.youtube.com/watch?v=2i-xD1omRoA
GTV DRAMA 八大劇樂部,https://www.youtube.com/watch?v=lz7WqYKTpo4
東森娛樂,https://www.youtube.com/watch?v=OQdX93g8Wos
三立華劇 SET Drama,https://www.youtube.com/watch?v=XAZOVusFgLM
TDM Macau,https://www.youtube.com/watch?v=4PNTvry_GkE
GTV DRAMA 八大劇樂部,https://www.youtube.com/watch?v=iZxJDOqg_E0
民視綜藝娛樂 Formosa TV Entertainments,https://www.youtube.com/watch?v=-umMre7uZ90
ALL THE K-POP,https://www.youtube.com/watch?v=P4pqN_d5HU8
華視戲劇頻道,https://www.youtube.com/watch?v=GzV4TogUw-Y
我愛冰冰Show,https://www.youtube.com/watch?v=RsiJlzZPxjQ
哔哩哔哩动画Anime Made By Bilibili - 欢迎订阅 -,https://www.youtube.com/watch?v=ClzMKYlUUtI
哔哩哔哩动画Anime Made By Bilibili - 欢迎订阅 -,https://www.youtube.com/watch?v=DziiksC1uJ8
Tripwebcam,https://www.youtube.com/watch?v=ovLS4Ah4fcM
NASA Jet Propulsion Laboratory,https://www.youtube.com/watch?v=yk0X3Sh2gIE
ALL THE K-POP,https://www.youtube.com/watch?v=vIRQEVw1vMI
乘风破浪的姐姐 Sisters Who Make Waves,https://www.youtube.com/watch?v=GJiqR79ZU6E
爱奇艺华语剧场,https://www.youtube.com/watch?v=ur_rcgOpp_w
三立華劇 SET Drama,https://www.youtube.com/watch?v=HbT8JZ3-Vzg
鳳凰直播,#genre#




